Kind,Name,Cyclomatic
Public Method,"org.apache.hadoop.crypto.JceAesCtrCryptoCodec.createDecryptor",1
Public Method,"org.apache.hadoop.crypto.JceAesCtrCryptoCodec.createEncryptor",1
Public Method,"org.apache.hadoop.crypto.JceAesCtrCryptoCodec.generateSecureRandom",1
Public Method,"org.apache.hadoop.crypto.JceAesCtrCryptoCodec.getConf",1
Public Method,"org.apache.hadoop.crypto.JceAesCtrCryptoCodec.setConf",3
Public Constructor,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.OpensslAesCtrCipher",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.decrypt",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.encrypt",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.init",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.isContextReset",1
Private Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCipher.process",3
Public Constructor,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.OpensslAesCtrCryptoCodec",2
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.close",2
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.createDecryptor",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.createEncryptor",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.generateSecureRandom",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.getConf",1
Public Method,"org.apache.hadoop.crypto.OpensslAesCtrCryptoCodec.setConf",3
Static Method,"org.apache.hadoop.crypto.OpensslCipher.AlgMode.get",2
Public Method,"org.apache.hadoop.crypto.OpensslCipher.AlgMode.valueOf",1
Public Method,"org.apache.hadoop.crypto.OpensslCipher.AlgMode.values",1
Private Constructor,"org.apache.hadoop.crypto.OpensslCipher.OpensslCipher",1
Static Method,"org.apache.hadoop.crypto.OpensslCipher.Padding.get",2
Public Method,"org.apache.hadoop.crypto.OpensslCipher.Padding.valueOf",1
Public Method,"org.apache.hadoop.crypto.OpensslCipher.Padding.values",1
Public Constructor,"org.apache.hadoop.crypto.OpensslCipher.Transform.Transform",1
Private Method,"org.apache.hadoop.crypto.OpensslCipher.checkState",1
Public Method,"org.apache.hadoop.crypto.OpensslCipher.clean",2
Public Method,"org.apache.hadoop.crypto.OpensslCipher.doFinal",1
Protected Method,"org.apache.hadoop.crypto.OpensslCipher.finalize",1
Public Static Method,"org.apache.hadoop.crypto.OpensslCipher.getInstance",1
Public Static Method,"org.apache.hadoop.crypto.OpensslCipher.getLoadingFailureReason",1
Public Method,"org.apache.hadoop.crypto.OpensslCipher.init",1
Private Static Method,"org.apache.hadoop.crypto.OpensslCipher.tokenizeTransformation",4
Public Method,"org.apache.hadoop.crypto.OpensslCipher.update",1
Public Constructor,"org.apache.hadoop.crypto.UnsupportedCodecException.UnsupportedCodecException",1
Public Constructor,"org.apache.hadoop.crypto.UnsupportedCodecException.UnsupportedCodecException",1
Public Constructor,"org.apache.hadoop.crypto.UnsupportedCodecException.UnsupportedCodecException",1
Public Constructor,"org.apache.hadoop.crypto.UnsupportedCodecException.UnsupportedCodecException",1
Constructor,"org.apache.hadoop.crypto.key.CachingKeyProvider.CacheExtension.CacheExtension",1
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.CacheExtension.CacheExtension.(Anon_1).load",2
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.CacheExtension.CacheExtension.(Anon_2).load",2
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.CacheExtension.CacheExtension.(Anon_3).load",2
Public Constructor,"org.apache.hadoop.crypto.key.CachingKeyProvider.CachingKeyProvider",1
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.deleteKey",1
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.getCurrentKey",4
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.getKeyVersion",4
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.getMetadata",4
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.invalidateCache",1
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.rollNewVersion",1
Public Method,"org.apache.hadoop.crypto.key.CachingKeyProvider.rollNewVersion",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.Factory.createProvider",2
Constructor,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.JavaKeyStoreProvider",1
Private Constructor,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.JavaKeyStoreProvider",1
Private Constructor,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.KeyMetadata",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.getAlgorithm",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.getEncoded",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.getFormat",1
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.readObject",1
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.KeyMetadata.writeObject",1
Protected Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.backupToOld",2
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.cleanupNewAndOld",1
Private Static Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.constructNewPath",1
Private Static Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.constructOldPath",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.createKey",4
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.deleteKey",7
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.flush",9
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.getKeyVersion",5
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.getKeyVersions",4
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.getKeys",4
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.getMetadata",7
Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.innerSetKeyVersion",2
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.isBadorWrongPassword",3
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.loadAndReturnPerm",4
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.loadFromPath",1
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.locateKeystore",6
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.needsPassword",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.noPasswordError",1
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.noPasswordWarning",1
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.renameOrFail",2
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.resetKeyStoreState",2
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.revertFromOld",2
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.rollNewVersion",3
Public Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.toString",1
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.tryLoadFromPath",4
Private Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.tryLoadIncompleteFlush",4
Protected Method,"org.apache.hadoop.crypto.key.JavaKeyStoreProvider.writeToNew",4
Public Constructor,"org.apache.hadoop.crypto.key.KeyProvider.KeyProvider",1
Protected Constructor,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.KeyVersion",3
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.equals",3
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.getMaterial",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.getName",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.getVersionName",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.hashCode",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.KeyVersion.toString",4
Protected Constructor,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.Metadata",2
Protected Constructor,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.Metadata",9
Protected Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.addVersion",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getAlgorithm",2
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getAttributes",2
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getBitLength",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getCipher",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getCreated",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getDescription",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.getVersions",1
Protected Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.serialize",7
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Metadata.toString",3
Public Constructor,"org.apache.hadoop.crypto.key.KeyProvider.Options.Options",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.getAttributes",2
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.getBitLength",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.getCipher",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.getDescription",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.setAttributes",3
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.setBitLength",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.setCipher",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.setDescription",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.Options.toString",1
Protected Static Method,"org.apache.hadoop.crypto.key.KeyProvider.buildVersionName",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.close",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.createKey",1
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.createKey",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.deleteKey",0
Public Static Method,"org.apache.hadoop.crypto.key.KeyProvider.findProvider",3
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.flush",0
Protected Method,"org.apache.hadoop.crypto.key.KeyProvider.generateKey",1
Private Method,"org.apache.hadoop.crypto.key.KeyProvider.getAlgorithm",2
Public Static Method,"org.apache.hadoop.crypto.key.KeyProvider.getBaseName",2
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.getConf",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.getCurrentKey",2
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.getKeyVersion",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.getKeyVersions",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.getKeys",0
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.getKeysMetadata",2
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.getMetadata",0
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.invalidateCache",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.isTransient",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.needsPassword",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.noPasswordError",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.noPasswordWarning",1
Public Static Method,"org.apache.hadoop.crypto.key.KeyProvider.options",1
Public Method,"org.apache.hadoop.crypto.key.KeyProvider.rollNewVersion",2
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProvider.rollNewVersion",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.decryptEncryptedKey",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.drain",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.generateEncryptedKey",0
Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.reencryptEncryptedKey",0
Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.reencryptEncryptedKeys",0
Public Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.CryptoExtension.warmUpEncryptedKeys",0
Protected Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.(Anon_1).initialValue",1
Private Constructor,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.DefaultCryptoExtension",1
Private Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.decryptEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.decryptEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.drain",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.generateEncryptedKey",1
Private Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.generateEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.reencryptEncryptedKey",2
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.reencryptEncryptedKeys",4
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.DefaultCryptoExtension.warmUpEncryptedKeys",1
Protected Constructor,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.EncryptedKeyVersion",3
Public Static Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.createForDecryption",1
Protected Static Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.deriveIV",2
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.getEncryptedKeyIv",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.getEncryptedKeyVersion",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.getEncryptionKeyName",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.EncryptedKeyVersion.getEncryptionKeyVersionName",1
Protected Constructor,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.KeyProviderCryptoExtension",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.close",2
Public Static Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.createKeyProviderCryptoExtension",3
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.decryptEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.drain",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.generateEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.reencryptEncryptedKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.reencryptEncryptedKeys",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderCryptoExtension.warmUpEncryptedKeys",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DefaultDelegationTokenExtension.addDelegationTokens",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DefaultDelegationTokenExtension.cancelDelegationToken",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DefaultDelegationTokenExtension.renewDelegationToken",1
Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DelegationTokenExtension.addDelegationTokens",0
Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DelegationTokenExtension.cancelDelegationToken",0
Abstract Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.DelegationTokenExtension.renewDelegationToken",0
Private Constructor,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.KeyProviderDelegationTokenExtension",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.addDelegationTokens",1
Public Static Method,"org.apache.hadoop.crypto.key.KeyProviderDelegationTokenExtension.createKeyProviderDelegationTokenExtension",2
Public Constructor,"org.apache.hadoop.crypto.key.KeyProviderExtension.KeyProviderExtension",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderExtension.createKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderExtension.createKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderExtension.deleteKey",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderExtension.flush",1
Public Method,"org.apache.hadoop.crypto.key.KeyProviderExtension.getCurrentKey",1
